age,education,occupation,marital_status,spending_score,credit_score,work_experience,loan_status,income
21,Bachelor,Artist,Single,25,472,16,Small Loan,70369
47,Bachelor,Doctor,Widowed,4,772,22,No Loan,74179
51,Master,Artist,Single,29,722,9,Small Loan,73069
46,PhD,Doctor,Married,56,738,29,Large Loan,91565
39,High School,Teacher,Widowed,6,356,18,Small Loan,59764
43,Master,Manager,Widowed,1,797,25,Large Loan,181896
31,Bachelor,Manager,Single,39,468,25,No Loan,73461
54,High School,Engineer,Divorced,1,727,10,Small Loan,174543
52,Master,Manager,Married,63,718,19,Large Loan,181328
52,High School,Lawyer,Married,57,646,3,No Loan,58142
62,High School,Teacher,Married,67,816,11,Small Loan,69329
56,Master,Engineer,Widowed,65,754,24,Large Loan,159117
31,High School,Manager,Married,65,501,9,Small Loan,170800
22,PhD,Teacher,Divorced,21,478,21,Small Loan,54713
20,Master,Artist,Divorced,30,356,6,Large Loan,104374
52,PhD,Manager,Single,96,800,23,Large Loan,47659
59,Bachelor,Doctor,Married,33,411,1,No Loan,162424
29,High School,Teacher,Widowed,48,447,31,Large Loan,113566
62,Bachelor,Engineer,Single,22,677,20,Large Loan,123582
63,Bachelor,Artist,Divorced,94,647,6,Small Loan,66747
48,High School,Lawyer,Married,54,657,7,Large Loan,54623
32,Master,Artist,Divorced,4,355,37,Small Loan,42716
31,High School,Manager,Single,87,615,20,Small Loan,168636
50,Bachelor,Doctor,Divorced,55,484,7,Large Loan,44531
21,Bachelor,Artist,Married,44,353,24,Large Loan,65760
54,Master,Lawyer,Married,89,336,27,Large Loan,28449
42,High School,Engineer,Single,12,569,27,Large Loan,123736
36,Bachelor,Teacher,Married,81,807,30,No Loan,58777
45,PhD,Doctor,Divorced,79,527,35,Small Loan,32279
27,Bachelor,Lawyer,Divorced,74,727,24,No Loan,30191
48,Bachelor,Manager,Widowed,99,300,36,No Loan,99044
45,Master,Manager,Widowed,52,322,37,Small Loan,30307
29,PhD,Manager,Widowed,93,802,11,No Loan,160288
45,Bachelor,Doctor,Divorced,76,747,36,Large Loan,130100
53,Bachelor,Artist,Divorced,65,795,36,Large Loan,165199
60,PhD,Doctor,Single,65,724,30,Large Loan,110438
26,High School,Manager,Widowed,10,317,17,Large Loan,135283
23,High School,Lawyer,Divorced,18,744,25,Small Loan,191608
64,Bachelor,Teacher,Single,47,338,5,Large Loan,25495
30,Bachelor,Teacher,Divorced,66,509,8,Small Loan,94128
48,High School,Doctor,Single,49,510,10,Small Loan,92768
55,Master,Manager,Widowed,72,580,30,Small Loan,65816
44,PhD,Engineer,Widowed,22,432,1,Small Loan,175391
40,PhD,Doctor,Widowed,86,748,28,No Loan,105203
55,Master,Manager,Divorced,26,563,4,No Loan,38000
29,Master,Artist,Divorced,90,410,22,Large Loan,162791
56,Master,Teacher,Single,9,537,35,Small Loan,94981
28,Master,Teacher,Married,21,756,6,Large Loan,72941
43,Master,Teacher,Married,95,815,12,Large Loan,125671
54,Master,Engineer,Widowed,63,472,9,Large Loan,64323
54,PhD,Manager,Married,6,492,35,Large Loan,167491
55,Master,Manager,Widowed,14,814,15,Small Loan,51403
37,High School,Manager,Single,33,708,14,Small Loan,53298
58,Master,Manager,Married,71,383,18,No Loan,62365
51,Master,Engineer,Married,24,379,20,Small Loan,114573
43,PhD,Lawyer,Widowed,73,508,34,Small Loan,97771
42,PhD,Doctor,Single,75,821,14,Large Loan,86966
51,Master,Doctor,Married,87,498,13,Small Loan,63056
56,PhD,Manager,Married,51,533,28,Large Loan,81965
31,Bachelor,Artist,Married,2,543,4,Small Loan,137618
32,PhD,Teacher,Single,15,692,17,No Loan,89237
42,PhD,Engineer,Single,35,745,0,Large Loan,167267
44,PhD,Artist,Married,36,692,26,Small Loan,195446
54,PhD,Artist,Widowed,92,308,26,Small Loan,88539
60,High School,Manager,Widowed,39,452,24,Large Loan,182320
49,High School,Engineer,Married,4,409,20,No Loan,182298
36,High School,Doctor,Single,64,565,13,No Loan,111315
39,Master,Teacher,Married,74,672,19,Small Loan,101202
44,Master,Doctor,Single,6,451,27,Small Loan,110915
41,Bachelor,Artist,Married,57,714,20,Small Loan,56709
32,High School,Teacher,Single,30,625,22,Large Loan,139439
38,Master,Lawyer,Divorced,99,475,10,Large Loan,198922
55,PhD,Artist,Widowed,74,824,1,Large Loan,148000
31,PhD,Doctor,Divorced,96,614,19,Small Loan,65537
60,High School,Doctor,Widowed,67,366,23,No Loan,150981
38,Bachelor,Manager,Single,90,483,24,Large Loan,55949
31,Bachelor,Doctor,Divorced,15,334,36,No Loan,138290
28,PhD,Engineer,Widowed,17,804,21,Small Loan,181925
26,Bachelor,Artist,Married,91,375,23,Large Loan,178069
47,High School,Teacher,Single,18,771,14,Large Loan,191942
33,PhD,Doctor,Single,19,822,11,Large Loan,83529
50,Master,Manager,Married,76,582,30,Small Loan,88371
38,Master,Manager,Married,88,835,30,Small Loan,75607
35,Bachelor,Doctor,Widowed,69,573,29,Small Loan,190186
24,PhD,Engineer,Single,24,838,19,No Loan,197660
54,PhD,Manager,Widowed,91,353,7,No Loan,75366
31,Master,Teacher,Married,48,354,29,Large Loan,54871
44,PhD,Artist,Single,30,576,34,Large Loan,87284
40,PhD,Lawyer,Married,15,742,20,Small Loan,133043
55,PhD,Engineer,Widowed,47,717,39,Small Loan,161762
42,Bachelor,Manager,Widowed,44,524,27,Small Loan,171240
35,PhD,Artist,Widowed,98,554,38,Large Loan,90116
58,High School,Lawyer,Single,27,475,16,Small Loan,152086
64,Bachelor,Doctor,Married,84,445,11,No Loan,166105
61,PhD,Doctor,Married,64,684,17,No Loan,98583
58,PhD,Teacher,Widowed,41,561,27,Large Loan,29902
33,High School,Lawyer,Widowed,96,830,2,Large Loan,147793
50,Bachelor,Doctor,Widowed,68,670,14,No Loan,157568
24,Master,Doctor,Widowed,5,496,15,Small Loan,86263
54,Master,Manager,Divorced,53,583,21,Large Loan,52664
42,Bachelor,Teacher,Divorced,8,601,30,Large Loan,67203
48,PhD,Artist,Divorced,22,431,30,Large Loan,29582
62,PhD,Doctor,Widowed,7,419,0,No Loan,54482
30,Master,Engineer,Widowed,22,435,10,Large Loan,190883
37,Master,Engineer,Married,46,828,5,No Loan,192216
31,Master,Artist,Single,30,333,22,No Loan,66476
28,High School,Lawyer,Married,16,831,8,Small Loan,56872
29,Master,Teacher,Divorced,79,507,15,Small Loan,107754
63,High School,Manager,Married,5,598,37,Small Loan,173079
36,Bachelor,Engineer,Widowed,67,821,18,Large Loan,75716
57,PhD,Engineer,Divorced,23,393,12,No Loan,120363
26,Master,Artist,Divorced,61,713,31,Large Loan,138195
32,PhD,Lawyer,Single,74,670,35,No Loan,189336
59,PhD,Lawyer,Single,5,708,8,Large Loan,122143
61,Master,Artist,Divorced,23,682,36,No Loan,52005
28,Master,Engineer,Divorced,79,740,30,Small Loan,56475
46,Bachelor,Teacher,Married,82,746,30,Small Loan,172998
21,High School,Engineer,Divorced,25,370,18,Large Loan,58683
24,High School,Lawyer,Widowed,8,383,1,No Loan,101810
48,PhD,Manager,Married,95,508,31,Small Loan,71049
56,Master,Engineer,Widowed,21,558,33,No Loan,124483
57,Bachelor,Teacher,Widowed,2,538,0,Large Loan,148045
38,Bachelor,Doctor,Widowed,22,601,20,Small Loan,137177
27,Bachelor,Engineer,Divorced,72,531,2,Large Loan,195985
64,Bachelor,Artist,Single,87,581,26,Large Loan,198566
20,Bachelor,Doctor,Single,96,693,6,No Loan,55288
41,High School,Artist,Widowed,72,717,32,Large Loan,137880
36,High School,Artist,Divorced,68,505,8,Large Loan,148060
26,High School,Artist,Married,64,563,29,No Loan,116428
44,Master,Engineer,Widowed,94,610,17,No Loan,145800
64,PhD,Lawyer,Married,19,378,25,Large Loan,50682
23,Bachelor,Doctor,Married,87,641,19,Small Loan,92125
55,Master,Teacher,Divorced,82,394,37,Small Loan,186881
25,Bachelor,Lawyer,Divorced,53,650,30,No Loan,109406
50,High School,Engineer,Single,93,361,7,Large Loan,99215
38,Master,Artist,Single,87,441,22,Small Loan,164875
63,High School,Teacher,Divorced,97,410,24,No Loan,77572
58,Bachelor,Doctor,Widowed,52,826,0,No Loan,144896
46,Bachelor,Lawyer,Single,47,456,17,No Loan,85538
29,PhD,Manager,Married,82,838,18,Large Loan,132893
45,Bachelor,Lawyer,Widowed,54,308,5,No Loan,130518
38,High School,Teacher,Married,44,575,16,Small Loan,68153
58,Bachelor,Engineer,Divorced,97,526,7,Large Loan,73657
22,PhD,Doctor,Married,7,485,8,Small Loan,165601
64,PhD,Teacher,Widowed,92,515,36,Small Loan,73208
32,High School,Artist,Divorced,1,732,26,Small Loan,100928
47,Master,Doctor,Widowed,63,655,35,Large Loan,193337
39,Bachelor,Lawyer,Married,98,691,5,Small Loan,142555
47,PhD,Teacher,Widowed,39,574,5,No Loan,160655
27,Bachelor,Lawyer,Divorced,19,793,3,No Loan,51690
60,Bachelor,Lawyer,Married,31,750,21,Small Loan,166400
58,Master,Lawyer,Married,77,719,39,No Loan,112174
20,PhD,Engineer,Single,24,463,26,Large Loan,41238
22,Bachelor,Lawyer,Single,69,482,36,Large Loan,195185
32,PhD,Artist,Widowed,87,609,1,No Loan,81235
47,High School,Artist,Single,83,316,8,No Loan,177754
44,High School,Doctor,Single,65,745,10,Large Loan,153596
52,Bachelor,Manager,Single,33,469,19,Small Loan,41761
57,PhD,Lawyer,Single,59,579,38,Large Loan,167248
25,Bachelor,Lawyer,Divorced,33,639,13,Small Loan,129245
63,PhD,Teacher,Divorced,32,818,25,No Loan,124450
64,PhD,Engineer,Single,59,310,37,No Loan,73329
51,Master,Manager,Widowed,92,823,29,Small Loan,50639
64,Master,Doctor,Divorced,41,432,35,Small Loan,138733
40,Master,Manager,Single,12,447,37,Large Loan,183487
35,Bachelor,Lawyer,Divorced,73,378,34,Small Loan,57657
40,Master,Teacher,Married,11,645,5,No Loan,63217
30,Master,Engineer,Divorced,97,548,2,No Loan,108383
56,High School,Doctor,Divorced,19,841,0,No Loan,42900
55,PhD,Manager,Widowed,54,323,17,Small Loan,36242
54,PhD,Doctor,Divorced,57,770,22,Small Loan,121609
38,Master,Lawyer,Widowed,42,500,31,No Loan,193263
39,PhD,Doctor,Married,98,430,28,Small Loan,89930
37,High School,Teacher,Single,71,655,22,Large Loan,173982
60,High School,Doctor,Widowed,31,449,35,Large Loan,118722
33,Master,Artist,Divorced,52,825,5,Small Loan,150272
34,High School,Teacher,Divorced,2,603,16,Small Loan,171050
50,PhD,Manager,Widowed,83,840,17,No Loan,146208
20,Bachelor,Engineer,Married,38,349,30,Small Loan,38606
22,PhD,Engineer,Single,32,763,5,No Loan,188103
35,Bachelor,Lawyer,Divorced,10,539,33,Large Loan,32421
42,Master,Lawyer,Married,8,781,26,Small Loan,80729
30,Bachelor,Artist,Single,90,754,35,Large Loan,27548
31,High School,Manager,Single,94,582,24,Small Loan,32252
29,PhD,Engineer,Divorced,75,634,9,Small Loan,103385
51,Bachelor,Engineer,Widowed,20,651,38,No Loan,137131
35,PhD,Engineer,Divorced,20,626,38,No Loan,146328
27,Master,Engineer,Divorced,9,635,11,Small Loan,162817
57,Master,Doctor,Divorced,72,380,10,Small Loan,191902
31,High School,Manager,Married,15,386,2,No Loan,63049
43,Master,Teacher,Widowed,98,557,21,Large Loan,193602
47,Bachelor,Teacher,Married,88,484,3,Small Loan,186294
27,Master,Artist,Divorced,97,422,7,No Loan,165712
47,High School,Doctor,Widowed,63,395,13,Small Loan,189806
55,PhD,Engineer,Single,91,814,19,No Loan,153956
45,PhD,Engineer,Widowed,21,742,23,Large Loan,179637
27,Master,Lawyer,Divorced,5,813,13,Small Loan,132118
47,Bachelor,Lawyer,Widowed,35,670,27,Small Loan,78568
47,High School,Artist,Single,85,604,15,Large Loan,91045
56,Bachelor,Engineer,Single,68,656,31,Small Loan,97351
60,High School,Artist,Widowed,48,447,11,Small Loan,132560
55,Master,Doctor,Single,80,584,15,Small Loan,83312
46,High School,Teacher,Married,95,561,18,No Loan,67398
36,High School,Engineer,Widowed,90,790,4,No Loan,85865
28,Master,Manager,Single,62,330,11,Small Loan,127175
52,Bachelor,Doctor,Single,35,567,28,Large Loan,145201
39,Master,Engineer,Widowed,70,311,4,Large Loan,188480
32,High School,Manager,Married,97,490,16,Small Loan,103812
47,Master,Lawyer,Widowed,21,699,7,No Loan,130468
48,High School,Artist,Single,80,836,39,No Loan,159572
32,Master,Lawyer,Widowed,39,390,39,Small Loan,76351
54,PhD,Teacher,Single,34,800,29,No Loan,168618
25,PhD,Lawyer,Divorced,15,600,9,No Loan,65526
37,Master,Engineer,Widowed,6,410,19,Large Loan,129374
24,Bachelor,Manager,Widowed,66,379,15,Small Loan,194225
44,High School,Lawyer,Single,88,732,15,No Loan,25229
21,PhD,Engineer,Single,56,716,2,No Loan,180797
29,Bachelor,Teacher,Single,49,513,22,No Loan,189749
49,High School,Manager,Single,92,746,21,Small Loan,56879
64,PhD,Lawyer,Widowed,1,317,27,Small Loan,121654
24,PhD,Artist,Single,65,353,35,No Loan,160789
52,Master,Artist,Widowed,28,539,3,Large Loan,103771
20,High School,Manager,Married,20,717,37,Large Loan,30189
37,Bachelor,Artist,Widowed,48,785,23,Small Loan,152029
51,Bachelor,Lawyer,Single,72,743,18,Large Loan,111859
30,Bachelor,Lawyer,Single,65,422,10,No Loan,146383
40,High School,Manager,Married,90,719,39,Small Loan,102508
45,Bachelor,Lawyer,Widowed,51,515,39,Small Loan,130498
44,Bachelor,Engineer,Married,43,719,38,Large Loan,157937
41,Bachelor,Teacher,Widowed,49,527,17,Small Loan,146389
46,Master,Artist,Single,25,536,11,Large Loan,160612
32,Master,Engineer,Widowed,74,629,13,Large Loan,193654
52,High School,Manager,Single,76,768,17,No Loan,104132
53,High School,Artist,Single,41,786,11,Large Loan,105922
60,Bachelor,Engineer,Divorced,71,848,39,Large Loan,175978
54,Master,Lawyer,Divorced,64,714,26,Small Loan,176874
20,PhD,Manager,Widowed,61,518,5,No Loan,89761
40,PhD,Manager,Single,12,680,23,No Loan,82276
25,Bachelor,Artist,Married,81,386,32,Large Loan,128793
47,Bachelor,Lawyer,Single,69,760,15,Small Loan,129389
36,Master,Artist,Married,14,710,11,Small Loan,94721
24,Master,Doctor,Widowed,34,824,30,Small Loan,61994
50,Master,Engineer,Widowed,48,746,36,No Loan,115016
24,High School,Doctor,Married,61,599,12,No Loan,143569
57,High School,Engineer,Married,81,707,7,Large Loan,32692
22,Bachelor,Teacher,Single,35,674,37,Large Loan,151728
42,High School,Manager,Widowed,65,532,2,Small Loan,176071
56,Master,Artist,Single,59,348,19,Large Loan,159229
56,Master,Teacher,Married,36,485,3,Small Loan,190945
29,High School,Teacher,Divorced,79,504,1,No Loan,194016
29,PhD,Manager,Divorced,19,377,35,Large Loan,189833
38,Bachelor,Manager,Divorced,42,780,22,Small Loan,104241
36,PhD,Engineer,Married,69,685,18,No Loan,110016
40,Bachelor,Doctor,Single,19,493,39,Small Loan,187750
33,PhD,Lawyer,Widowed,39,402,7,Large Loan,117235
28,High School,Engineer,Married,69,675,15,Small Loan,120106
20,Bachelor,Lawyer,Divorced,52,586,17,No Loan,175354
64,Bachelor,Teacher,Single,12,781,35,Large Loan,37793
32,Bachelor,Lawyer,Widowed,83,549,23,No Loan,182614
23,Master,Doctor,Widowed,47,500,0,Large Loan,111169
20,Master,Engineer,Married,76,835,0,Small Loan,195886
59,PhD,Manager,Married,36,760,35,No Loan,153929
51,High School,Doctor,Widowed,63,599,10,No Loan,40637
53,Master,Doctor,Widowed,76,777,17,Small Loan,110331
47,Bachelor,Engineer,Divorced,82,382,15,No Loan,119058
50,Master,Manager,Widowed,51,757,16,No Loan,99774
27,High School,Doctor,Married,43,597,23,No Loan,155479
58,Master,Manager,Single,34,663,33,No Loan,134422
45,Bachelor,Artist,Divorced,97,339,3,Small Loan,73179
53,PhD,Artist,Divorced,49,639,34,No Loan,146170
22,Bachelor,Artist,Widowed,18,815,14,No Loan,165328
31,High School,Lawyer,Single,61,407,1,No Loan,79947
20,PhD,Doctor,Divorced,57,615,30,Large Loan,156589
63,Master,Engineer,Married,93,413,8,Large Loan,150334
24,Master,Engineer,Widowed,5,466,9,Small Loan,112138
49,Master,Lawyer,Married,89,560,24,Small Loan,39676
49,PhD,Engineer,Widowed,24,523,4,Small Loan,166853
36,Bachelor,Artist,Divorced,93,561,13,No Loan,109192
42,PhD,Doctor,Widowed,64,550,37,Large Loan,125612
34,PhD,Engineer,Single,59,825,39,Large Loan,89758
56,High School,Engineer,Married,38,425,1,Small Loan,181750
40,PhD,Teacher,Single,33,505,17,Large Loan,74962
33,Master,Teacher,Married,10,439,28,Small Loan,70528
21,Bachelor,Teacher,Married,37,361,19,No Loan,164340
30,Bachelor,Doctor,Widowed,97,582,7,Large Loan,174765
58,Bachelor,Artist,Divorced,87,353,36,No Loan,131212
57,Master,Manager,Divorced,11,645,25,No Loan,181673
53,Master,Artist,Single,24,823,36,Large Loan,73139
57,Master,Artist,Widowed,88,435,3,Small Loan,169299
53,Master,Doctor,Divorced,71,629,32,Large Loan,68701
37,Master,Doctor,Married,21,443,21,No Loan,120238
49,PhD,Teacher,Married,20,735,5,Small Loan,96925
34,Master,Engineer,Widowed,10,581,32,No Loan,87425
46,Master,Lawyer,Single,89,435,27,Small Loan,134724
53,Master,Lawyer,Widowed,47,788,23,Large Loan,70229
57,Master,Manager,Single,47,700,3,No Loan,110478
52,Bachelor,Engineer,Widowed,15,748,1,Small Loan,50268
43,Master,Manager,Married,44,569,12,Small Loan,87448
34,PhD,Teacher,Widowed,62,316,10,Large Loan,167301
49,PhD,Manager,Divorced,6,568,34,Small Loan,70292
61,PhD,Engineer,Divorced,66,781,38,Small Loan,31300
36,High School,Engineer,Widowed,76,518,9,No Loan,64934
24,Bachelor,Lawyer,Single,4,618,9,Large Loan,181892
48,Master,Teacher,Single,23,537,7,Large Loan,90873
23,High School,Doctor,Married,13,844,4,No Loan,192134
29,Master,Manager,Married,81,584,22,No Loan,169517
36,High School,Lawyer,Single,31,336,33,No Loan,26867
29,High School,Manager,Widowed,16,402,31,Small Loan,119117
36,PhD,Manager,Married,41,729,15,Large Loan,160714
39,PhD,Doctor,Single,90,538,3,Large Loan,155230
43,High School,Teacher,Single,92,424,27,Large Loan,127190
24,PhD,Engineer,Widowed,1,487,13,Small Loan,33352
53,High School,Artist,Divorced,12,555,11,Large Loan,158108
25,Bachelor,Manager,Single,56,829,20,Large Loan,39722
21,PhD,Artist,Married,50,691,15,Large Loan,73324
32,PhD,Teacher,Widowed,20,767,1,Large Loan,172258
62,PhD,Artist,Widowed,66,552,22,No Loan,84085
62,Bachelor,Manager,Widowed,36,475,28,Small Loan,133003
30,High School,Doctor,Divorced,79,765,8,Large Loan,153501
42,Master,Artist,Divorced,38,588,6,Large Loan,116487
35,PhD,Teacher,Married,22,349,28,Large Loan,27281
50,High School,Teacher,Married,61,303,16,Large Loan,121231
30,Bachelor,Doctor,Widowed,50,799,8,Large Loan,198900
35,Master,Artist,Married,96,522,5,No Loan,157673
27,PhD,Artist,Single,59,561,19,No Loan,134976
23,Bachelor,Engineer,Divorced,20,834,9,Small Loan,157371
59,Bachelor,Lawyer,Widowed,36,675,8,Small Loan,83054
23,Master,Teacher,Widowed,97,360,11,Large Loan,170866
44,High School,Engineer,Single,15,655,32,Large Loan,120684
22,PhD,Teacher,Single,62,323,31,No Loan,138052
51,PhD,Engineer,Single,3,592,33,Small Loan,172098
22,High School,Lawyer,Single,93,655,18,Large Loan,121633
46,High School,Engineer,Widowed,91,328,32,Large Loan,174502
48,High School,Teacher,Divorced,5,656,15,Large Loan,126185
51,Master,Artist,Divorced,56,664,22,Small Loan,177930
38,Master,Teacher,Single,31,708,25,No Loan,141505
40,PhD,Manager,Married,86,565,36,No Loan,109118
24,Master,Doctor,Widowed,35,590,8,Large Loan,159404
37,Bachelor,Doctor,Divorced,71,452,29,Large Loan,189943
47,PhD,Manager,Single,70,518,12,Large Loan,184242
61,Master,Doctor,Married,26,472,15,Large Loan,134970
41,High School,Doctor,Married,1,311,1,Large Loan,88455
40,Bachelor,Lawyer,Single,83,815,30,Small Loan,125481
25,High School,Artist,Widowed,7,661,18,No Loan,63809
20,PhD,Artist,Divorced,36,776,10,Small Loan,120264
24,High School,Teacher,Married,76,381,13,Small Loan,105068
60,Master,Manager,Divorced,84,639,24,Large Loan,64828
31,Master,Engineer,Divorced,87,740,6,Small Loan,116181
45,PhD,Teacher,Married,25,525,14,No Loan,70329
53,High School,Teacher,Single,94,670,29,Large Loan,180780
33,PhD,Teacher,Married,59,327,30,No Loan,40956
45,High School,Teacher,Married,61,315,23,Small Loan,88756
64,Bachelor,Artist,Widowed,29,576,24,Large Loan,128250
46,Master,Engineer,Divorced,95,632,7,No Loan,105604
28,PhD,Teacher,Single,18,782,29,No Loan,112745
45,Bachelor,Artist,Divorced,41,587,35,Large Loan,87809
41,Bachelor,Teacher,Married,19,413,13,No Loan,112964
49,PhD,Doctor,Single,4,337,28,Large Loan,29089
62,PhD,Teacher,Single,65,753,26,Large Loan,55788
36,Bachelor,Manager,Single,41,465,35,Small Loan,117959
